panic_variant,sync_bars,delay_bars,arm,exit,cost,period,cagr,max_drawdown,sharpe,active_days,active_win_rate,trade_rows,paired_days,selected_minus_control,selected_mean,control_mean,pnl_corr
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,development_2021_2023,,,,,,,29.0,-0.008677669721609231,-0.005059714519160916,0.0036179552024483146,0.7295664960158681
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,oos_2024_2026,,,,,,,32.0,-0.0060503684257076345,0.0005807934303727442,0.006631161856080377,0.3877829109787138
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,all,,,,,,,61.0,-0.007291388074113478,-0.0031978821571317082,0.004093505916981769,0.49491648067729077
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,development_2021_2023,,,,,,,29.0,-0.008668129094103548,-0.006153596629211685,0.0025145324648918636,0.7295664873322472
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,oos_2024_2026,,,,,,,32.0,-0.006043716524747478,-0.0005192659168092298,0.0055244506079382485,0.3877829109787132
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,all,,,,,,,61.0,-0.006795235292064967,-0.0005480759684132797,0.0062471593236516874,0.6994155201192946
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,development_2021_2023,,,,,,,29.0,-0.009243819393992393,-0.009016005724295192,0.00022781366969719768,0.8367872976786295
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,oos_2024_2026,,,,,,,32.0,-0.004576205949693239,0.007125985372854703,0.011702191322547942,0.6114657356566932
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,all,,,,,,,61.0,-0.006787764358125728,-0.0016469055968681514,0.005140858761257578,0.6994155459659829
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,development_2021_2023,,,,,,,29.0,-0.009233656313422888,-0.010105538095967403,-0.0008718817825445168,0.8367872967313934
DIVERGENCE,2,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,oos_2024_2026,,,,,,,32.0,-0.004571174773637678,0.006018730105440544,0.010589904879078224,0.6114657356566927
DIVERGENCE,2,1,SELECTED_SYNC,OPEN,BASE,all,-0.032677928300952175,-0.23018972818307093,-0.21488648095836815,61.0,0.3770491803278688,126.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,OPEN,BASE,development_2021_2023,-0.05801623960070745,-0.18168853798062112,-0.48158645116935,29.0,0.2413793103448276,53.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,OPEN,BASE,oos_2024_2026,-0.006060105690195439,-0.16187654007981034,0.01816490502654162,32.0,0.5,73.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,OPEN,CONSERVATIVE,all,-0.04519359699711334,-0.2494223618942053,-0.3221406921581335,61.0,0.3770491803278688,126.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,OPEN,CONSERVATIVE,development_2021_2023,-0.06947537828688366,-0.19684944403568094,-0.5888019005408354,29.0,0.2413793103448276,53.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,OPEN,CONSERVATIVE,oos_2024_2026,-0.019765155966881,-0.18191613734891054,-0.08856707416737639,32.0,0.5,73.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,10:00,BASE,all,-0.02428305170257561,-0.264647943810436,-0.08953327690172262,61.0,0.5081967213114754,126.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,10:00,BASE,development_2021_2023,-0.1013770690215845,-0.2611714648298392,-0.7597191061649491,29.0,0.4482758620689655,53.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,10:00,BASE,oos_2024_2026,0.06176342486741615,-0.15924656980688712,0.44995331354007595,32.0,0.5625,73.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,10:00,CONSERVATIVE,all,-0.03690733726722761,-0.2947532103044569,-0.1777695530425781,61.0,0.4918032786885246,126.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,10:00,CONSERVATIVE,development_2021_2023,-0.11230872753371646,-0.2767793425727876,-0.8491936942737414,29.0,0.41379310344827586,53.0,,,,,
DIVERGENCE,2,1,SELECTED_SYNC,10:00,CONSERVATIVE,oos_2024_2026,0.047123182330559565,-0.1629378441025937,0.3663858857098376,32.0,0.5625,73.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,OPEN,BASE,all,-0.10781461585335028,-0.4719073704140013,-0.7707477052936541,136.0,0.39705882352941174,345.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,OPEN,BASE,development_2021_2023,-0.15255300888172274,-0.341939607571207,-1.461411262651668,73.0,0.3287671232876712,185.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,OPEN,BASE,oos_2024_2026,-0.059820064295632136,-0.1975012693942948,-0.30593359354431565,63.0,0.47619047619047616,160.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,all,-0.13334650117162172,-0.5397513450352355,-0.9791377634437747,136.0,0.375,345.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,development_2021_2023,-0.17826452870644416,-0.3893686855740751,-1.7203928031941458,73.0,0.3150684931506849,185.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,oos_2024_2026,-0.08517201131329522,-0.24627407063547047,-0.4773815432738659,63.0,0.4444444444444444,160.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,10:00,BASE,all,-0.08923015999733919,-0.5091555261122822,-0.4221708572817552,136.0,0.3897058823529412,345.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,10:00,BASE,development_2021_2023,-0.21492999558529768,-0.4437300455009999,-1.417783888877209,73.0,0.3424657534246575,185.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,10:00,BASE,oos_2024_2026,0.060582797115888765,-0.19721455702304957,0.3968444192697417,63.0,0.4444444444444444,160.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,all,-0.11529388119193107,-0.5573522175583421,-0.5810679116778059,136.0,0.375,345.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,development_2021_2023,-0.23874899924435422,-0.4860889694460092,-1.5951163019075079,73.0,0.3287671232876712,185.0,,,,,
DIVERGENCE,2,1,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,oos_2024_2026,0.03198418757400101,-0.2112202949473596,0.2603790430853561,63.0,0.42857142857142855,160.0,,,,,
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,all,,,,,,,61.0,-0.006051651793038826,-0.0021903953100974836,0.0038612564829413423,0.48682723662107746
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,development_2021_2023,,,,,,,29.0,-0.007690273781076424,-0.00481403280308579,0.0028762409779906355,0.6890444149558347
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,oos_2024_2026,,,,,,,32.0,-0.004566650616379751,0.0001872761679231705,0.0047539267843029216,0.376889370792168
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,all,,,,,,,61.0,-0.006044998390803718,-0.003287419395833914,0.002757578994969804,0.4868272435982718
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,development_2021_2023,,,,,,,29.0,-0.007681818744069684,-0.005908185031853691,0.0017736337122159916,0.6890444007433634
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,oos_2024_2026,,,,,,,32.0,-0.004561629945656436,-0.00091235053819099,0.0036492794074654464,0.37688937079216756
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,all,,,,,,,61.0,-0.006026717421095139,-0.0011147663549152867,0.004911951066179854,0.669768770170456
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,development_2021_2023,,,,,,,29.0,-0.008313630044890389,-0.008813463425499459,-0.0004998333806090712,0.7894151967602989
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,oos_2024_2026,,,,,,,32.0,-0.003954202855780695,0.005862177865301622,0.009816380721082315,0.5850863201477869
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,all,,,,,,,61.0,-0.006020091423795832,-0.002212972956971428,0.0038071184668244063,0.6697687955653198
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,development_2021_2023,,,,,,,29.0,-0.00830448965929919,-0.009903218486498134,-0.0015987288271989443,0.7894151938185872
DIVERGENCE,2,1,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,oos_2024_2026,,,,,,,32.0,-0.003949855522870915,0.004756312054162149,0.008706167577033064,0.5850863201477865
DIVERGENCE,2,2,SELECTED_SYNC,OPEN,BASE,all,-0.04352585369691053,-0.22717218317817345,-0.35450552291245796,60.0,0.4166666666666667,125.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,OPEN,BASE,development_2021_2023,-0.0741657955425723,-0.1858784188487237,-0.9360133898860159,28.0,0.32142857142857145,52.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,OPEN,BASE,oos_2024_2026,-0.011158273373308436,-0.1776508003433217,-0.018378108419884236,32.0,0.5,73.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,OPEN,CONSERVATIVE,all,-0.05569958697437305,-0.26225936286138885,-0.47059963394598736,60.0,0.38333333333333336,125.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,OPEN,CONSERVATIVE,development_2021_2023,-0.08504239827811721,-0.20677904793186608,-1.0719972443619092,28.0,0.2857142857142857,52.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,OPEN,CONSERVATIVE,oos_2024_2026,-0.024793027000452272,-0.19731323381971755,-0.12296107801822952,32.0,0.46875,73.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,10:00,BASE,all,-0.0301626951147399,-0.30635781304312937,-0.13244700089689163,60.0,0.5166666666666667,125.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,10:00,BASE,development_2021_2023,-0.1031634106292465,-0.30635781304312937,-0.8137484737247493,28.0,0.42857142857142855,52.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,10:00,BASE,oos_2024_2026,0.050948015169892,-0.164180588339372,0.38480429020769125,32.0,0.59375,73.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,10:00,CONSERVATIVE,all,-0.04250651090718971,-0.32507586245109654,-0.21974534273264887,60.0,0.5166666666666667,125.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,10:00,CONSERVATIVE,development_2021_2023,-0.11369935243645501,-0.31920898093756556,-0.9028747795239027,28.0,0.42857142857142855,52.0,,,,,
DIVERGENCE,2,2,SELECTED_SYNC,10:00,CONSERVATIVE,oos_2024_2026,0.036456902107076194,-0.16785020014149887,0.3020979336229205,32.0,0.59375,73.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,OPEN,BASE,all,-0.11287983010990343,-0.48402939617625784,-0.8357103574490429,136.0,0.38235294117647056,345.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,OPEN,BASE,development_2021_2023,-0.1580887755709076,-0.34908396989970414,-1.5510382224605959,73.0,0.3150684931506849,185.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,OPEN,BASE,oos_2024_2026,-0.06435364850439107,-0.20731618217446757,-0.3498090214409422,63.0,0.4603174603174603,160.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,all,-0.1382667629644726,-0.5509627711550265,-1.048231842151695,136.0,0.36764705882352944,345.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,development_2021_2023,-0.18363234037724285,-0.3968667728623637,-1.8119690463568285,73.0,0.2876712328767123,185.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,oos_2024_2026,-0.08958334744772689,-0.2554924705839453,-0.5256835951892506,63.0,0.4603174603174603,160.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,10:00,BASE,all,-0.09466955359654805,-0.5240130643962908,-0.4653351037573571,136.0,0.4338235294117647,345.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,10:00,BASE,development_2021_2023,-0.22042405701942758,-0.4560998229713872,-1.4770191918341506,73.0,0.3835616438356164,185.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,10:00,BASE,oos_2024_2026,0.05534111599729963,-0.197678162743389,0.37576748809677335,63.0,0.49206349206349204,160.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,all,-0.12057761434652414,-0.5739173819580593,-0.6265106182999556,136.0,0.3897058823529412,345.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,development_2021_2023,-0.2440763709964595,-0.4975168113348546,-1.6549405498036107,73.0,0.3424657534246575,185.0,,,,,
DIVERGENCE,2,2,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,oos_2024_2026,0.026883848359184892,-0.21165070611464654,0.2364522008561817,63.0,0.4444444444444444,160.0,,,,,
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,all,,,,,,,60.0,-0.005160441616621711,-0.003309515340786358,0.0018509262758353527,0.4936832346507147
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,development_2021_2023,,,,,,,28.0,-0.006026790414485098,-0.006870915904092242,-0.0008441254896071418,0.6614267052037555
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,oos_2024_2026,,,,,,,32.0,-0.0044023864184912454,-0.0001932898478937098,0.004209096570597536,0.427712503047445
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,all,,,,,,,60.0,-0.005154768053828582,-0.0044053087983070005,0.00074945925552158,0.49368325746169167
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,development_2021_2023,,,,,,,28.0,-0.00602016429449487,-0.007962806680017602,-0.0019426423855227308,0.6614266722236781
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,oos_2024_2026,,,,,,,32.0,-0.0043975463432455765,-0.0012924981518102248,0.0031050481914353515,0.427712503047444
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,all,,,,,,,60.0,-0.004343843663410136,-0.0016647777127224105,0.0026790659506877247,0.6788241908625556
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,development_2021_2023,,,,,,,28.0,-0.004543085292621667,-0.00937596314121358,-0.004832877848591914,0.7481855237184132
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,oos_2024_2026,,,,,,,32.0,-0.004169507237850046,0.0050825095372073635,0.009252016775057409,0.6258618763903881
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,all,,,,,,,60.0,-0.004339067901739722,-0.0027623793947749264,0.0015766885069647954,0.6788242195476629
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,development_2021_2023,,,,,,,28.0,-0.004538090423931435,-0.010465099742692883,-0.005927009318761449,0.7481855178492732
DIVERGENCE,2,2,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,oos_2024_2026,,,,,,,32.0,-0.004164923194821974,0.003977500909653287,0.00814242410447526,0.625861876390388
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,OPEN,BASE,all,-0.31626173543902225,-0.8683602587110922,-2.151212562431812,335.0,0.35522388059701493,782.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,OPEN,BASE,development_2021_2023,-0.36009354022477524,-0.7095832742076704,-2.660647625898475,181.0,0.32044198895027626,438.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,OPEN,BASE,oos_2024_2026,-0.2692682967828707,-0.5485679743327752,-1.6756171734423586,154.0,0.3961038961038961,344.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,OPEN,CONSERVATIVE,all,-0.36345445110481367,-0.9078279350447067,-2.545909691524673,335.0,0.3283582089552239,782.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,OPEN,CONSERVATIVE,development_2021_2023,-0.4071562546677905,-0.758132146701554,-3.0893168064199594,181.0,0.292817679558011,438.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,OPEN,CONSERVATIVE,oos_2024_2026,-0.31649980827572544,-0.6189156033002858,-2.0360319225588333,154.0,0.37012987012987014,344.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,10:00,BASE,all,-0.28678080834709685,-0.8395621565397104,-1.50679470745855,335.0,0.42388059701492536,782.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,10:00,BASE,development_2021_2023,-0.3672265901400147,-0.7182542181791701,-2.3593979356095995,181.0,0.3756906077348066,438.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,10:00,BASE,oos_2024_2026,-0.19457866341330465,-0.47047482094947046,-0.8173419726911787,154.0,0.4805194805194805,344.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,10:00,CONSERVATIVE,all,-0.336008345057615,-0.887787477985328,-1.8378825681136268,335.0,0.3940298507462687,782.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,10:00,CONSERVATIVE,development_2021_2023,-0.41376469557785434,-0.7673356070752767,-2.741368119560496,181.0,0.34806629834254144,438.0,,,,,
NEGATIVE_MAJORITY,1,0,SELECTED_SYNC,10:00,CONSERVATIVE,oos_2024_2026,-0.24663780762191634,-0.5470521131616953,-1.1037057477869965,154.0,0.44805194805194803,344.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,OPEN,BASE,all,-0.3318277319331737,-0.8905265424211317,-1.943742786859471,412.0,0.4077669902912621,1135.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,OPEN,BASE,development_2021_2023,-0.33772063302329924,-0.6978304060555598,-2.0347824455552184,221.0,0.40271493212669685,609.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,OPEN,BASE,oos_2024_2026,-0.3268881004946085,-0.6418252326413401,-1.854222672095741,191.0,0.41361256544502617,526.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,all,-0.3880882311280338,-0.9286378101553643,-2.3725439704862294,412.0,0.3713592233009709,1135.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,development_2021_2023,-0.39670013405307747,-0.7564360771337502,-2.4983336144150363,221.0,0.3665158371040724,609.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,oos_2024_2026,-0.3804222867618031,-0.7093801147652095,-2.2487316773895225,191.0,0.3769633507853403,526.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,10:00,BASE,all,-0.3333685911059858,-0.8895636233585382,-1.680184576663128,412.0,0.4174757281553398,1135.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,10:00,BASE,development_2021_2023,-0.3383584500914619,-0.6925571618886018,-1.7175358758361188,221.0,0.42081447963800905,609.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,10:00,BASE,oos_2024_2026,-0.32937515530075356,-0.669114536054605,-1.6408809532402784,191.0,0.41361256544502617,526.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,all,-0.3894993490493833,-0.928010114506852,-2.0587099818169876,412.0,0.3859223300970874,1135.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,development_2021_2023,-0.39728115011806175,-0.7527301816786716,-2.119793005020935,221.0,0.40271493212669685,609.0,,,,,
NEGATIVE_MAJORITY,1,0,CONTROL_STOCK_ONLY,10:00,CONSERVATIVE,oos_2024_2026,-0.38271154019889386,-0.7288512269184433,-1.994931406918143,191.0,0.36649214659685864,526.0,,,,,
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,all,,,,,,,335.0,-0.0021771298234008656,-0.005609565002175959,-0.0034324351787750926,0.5285859781330006
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,development_2021_2023,,,,,,,181.0,-0.0028372393338618246,-0.006223631340030554,-0.00338639200616873,0.5728551073303851
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,BASE,oos_2024_2026,,,,,,,154.0,-0.0014012868273396092,-0.004887837683009194,-0.0034865508556695844,0.4930973831927574
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,all,,,,,,,335.0,-0.0021747362061495497,-0.006702829892955189,-0.00452809368680564,0.5285859900357062
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,development_2021_2023,,,,,,,181.0,-0.0028341199483446437,-0.007316230772518569,-0.004482110824173924,0.572855121680254
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,OPEN,CONSERVATIVE,oos_2024_2026,,,,,,,154.0,-0.0013997462234397315,-0.00598188470333849,-0.004582138479898759,0.49309738319275764
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,all,,,,,,,335.0,-0.001150638340832215,-0.00484201478806633,-0.003691376447234115,0.5137872707490359
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,development_2021_2023,,,,,,,181.0,-0.0030102075664894088,-0.006322497743928173,-0.003312290177438766,0.5618341955177439
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,BASE,oos_2024_2026,,,,,,,154.0,0.0010349592555570855,-0.003101966638644292,-0.004136925894201375,0.4847795987781939
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,all,,,,,,,335.0,-0.00114937326838348,-0.005936123538707018,-0.004786750270323537,0.5137872840456988
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,development_2021_2023,,,,,,,181.0,-0.0030068980136999934,-0.007414988479121638,-0.004408090465421645,0.5618342064419509
NEGATIVE_MAJORITY,1,0,PAIRED_SELECTED_MINUS_CONTROL,10:00,CONSERVATIVE,oos_2024_2026,,,,,,,154.0,0.0010338213998132022,-0.004197977082765161,-0.005231798482578361,0.48477959877819354
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,OPEN,BASE,all,-0.30978626075316007,-0.8620193533814475,-2.1556575620185847,335.0,0.3701492537313433,782.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,OPEN,BASE,development_2021_2023,-0.3594970977221724,-0.7081316688411159,-2.7092281652559964,181.0,0.3314917127071823,438.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,OPEN,BASE,oos_2024_2026,-0.25584734278682986,-0.5272503663871639,-1.6306634647963199,154.0,0.4155844155844156,344.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,OPEN,CONSERVATIVE,all,-0.3574259241056478,-0.9032823328053852,-2.560496239696247,335.0,0.3283582089552239,782.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,OPEN,CONSERVATIVE,development_2021_2023,-0.4066036782689798,-0.757648445061557,-3.1445792689846215,181.0,0.287292817679558,438.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,OPEN,CONSERVATIVE,oos_2024_2026,-0.3039463299073578,-0.6009199643089511,-2.0035588696521645,154.0,0.37662337662337664,344.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,10:00,BASE,all,-0.27983842398544,-0.8311961089348447,-1.4900584209521375,335.0,0.43582089552238806,782.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,10:00,BASE,development_2021_2023,-0.3666208002898216,-0.7198883928775229,-2.369807632568912,181.0,0.3867403314917127,438.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,10:00,BASE,oos_2024_2026,-0.1793725691330027,-0.4250524975746939,-0.7613113250413778,154.0,0.4935064935064935,344.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,10:00,CONSERVATIVE,all,-0.32954513524008333,-0.8819361446540543,-1.8271366729477507,335.0,0.4208955223880597,782.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,10:00,CONSERVATIVE,development_2021_2023,-0.4132034592937275,-0.768685101153477,-2.7538284626121565,181.0,0.3756906077348066,438.0,,,,,
NEGATIVE_MAJORITY,1,1,SELECTED_SYNC,10:00,CONSERVATIVE,oos_2024_2026,-0.23241457314309721,-0.5081985398060679,-1.0553903841383596,154.0,0.474025974025974,344.0,,,,,
NEGATIVE_MAJORITY,1,1,CONTROL_STOCK_ONLY,OPEN,BASE,all,-0.33118356182953845,-0.8885445891170307,-1.9940999500887706,412.0,0.4077669902912621,1135.0,,,,,
NEGATIVE_MAJORITY,1,1,CONTROL_STOCK_ONLY,OPEN,BASE,development_2021_2023,-0.33684144741799693,-0.6941587483928149,-2.082213948729011,221.0,0.42081447963800905,609.0,,,,,
NEGATIVE_MAJORITY,1,1,CONTROL_STOCK_ONLY,OPEN,BASE,oos_2024_2026,-0.32648777458512424,-0.6401071379859853,-1.9071056425006783,191.0,0.39267015706806285,526.0,,,,,
NEGATIVE_MAJORITY,1,1,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,all,-0.38749830052718737,-0.9273458391965723,-2.4329974430842856,412.0,0.3762135922330097,1135.0,,,,,
NEGATIVE_MAJORITY,1,1,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,development_2021_2023,-0.39589924460329406,-0.7534765359963174,-2.5561486853013933,221.0,0.38461538461538464,609.0,,,,,
NEGATIVE_MAJORITY,1,1,CONTROL_STOCK_ONLY,OPEN,CONSERVATIVE,oos_2024_2026,-0.3800537997216388,-0.7079860677326848,-2.3113202025860993,191.0,0.36649214659685864,526.0,,,,,
NEGATIVE_MAJORITY,1,1,CONTROL_STOCK_ONLY,10:00,BASE,all,-0.33282684918395145,-0.8876690284576474,-1.7170512962550413,412.0,0.42718446601941745,1135.0,,,,,
