arm,delay_bars,instrument,signal_date,trade_date,exit_date,signal_ret20,signal_hit_count20,industry_code,trigger_datetime,entry_datetime,entry_price,touch_pos,break_pos,market_median_ret,peer_median_ret,peer_positive_ratio,peer_n,exit_open,exit_0935,exit_0940,exit_0945,exit_1000,rank,net_return
SELECTED_SUPPORT,0,SH600010,2021-11-22,2021-11-23,2021-11-24,-0.11564625850340127,1.0,C31,2021-11-23 09:45:00,2021-11-23 09:50:00,2.86,0,1,0.0013665869490946392,0.026436496108627194,1.0,20,2.7,2.76,2.79,2.81,2.87,1,0.0009901440688797614
SELECTED_SUPPORT,0,SZ002939,2021-11-22,2021-11-23,2021-11-24,-0.0016488046166530657,1.0,J67,2021-11-23 10:25:00,2021-11-23 10:30:00,13.32,3,5,0.0016792611251048584,0.007624150010302921,0.9302325581395349,43,12.68,12.76,12.81,12.94,12.84,2,-0.038443657946578336
SELECTED_SUPPORT,0,SH600021,2021-12-10,2021-12-13,2021-12-14,0.3683035714285712,2.0,D44,2021-12-13 10:15:00,2021-12-13 10:20:00,13.49,0,1,0.004596888260254506,0.020668676808747177,0.9444444444444444,18,12.9,12.63,12.87,13.06,13.05,1,-0.03503291515246032
SELECTED_SUPPORT,0,SH600406,2021-12-10,2021-12-13,2021-12-14,0.04256410256410237,1.0,I65,2021-12-13 13:05:00,2021-12-13 13:10:00,44.73,12,13,0.00420711974110044,0.010228166797797034,0.7575757575757576,33,43.44,43.09,43.41,44.08,45.55,2,0.015788802020681114
SELECTED_SUPPORT,0,SH601068,2021-12-15,2021-12-16,2021-12-17,0.5818181818181818,4.0,E48,2021-12-16 13:35:00,2021-12-16 13:40:00,6.69,11,12,0.003140950137416665,0.011191501793251013,0.875,16,6.6,6.66,7.01,7.15,7.12,1,0.061616875866700616
SELECTED_SUPPORT,0,SZ002945,2021-12-15,2021-12-16,2021-12-17,0.2978927203065136,4.0,J67,2021-12-16 14:30:00,2021-12-16 14:35:00,14.91,31,32,0.0038595897342509344,0.004334202675572718,0.8095238095238095,42,14.99,15.29,15.28,15.1,15.0,2,0.0035235146197731826
SELECTED_SUPPORT,0,SZ000681,2021-12-20,2021-12-21,2021-12-22,0.0661064425770308,3.0,R88,2021-12-21 10:15:00,2021-12-21 10:20:00,20.93,5,7,0.004087989098695788,0.018181818181818077,1.0,3,21.0,21.2,21.15,21.5,21.72,1,0.03515296479293939
SELECTED_SUPPORT,0,SH600718,2021-12-20,2021-12-21,2021-12-22,0.16442307692307678,2.0,I65,2021-12-21 13:40:00,2021-12-21 13:45:00,13.32,28,30,0.007766990291262044,0.013462976813762184,0.8484848484848485,33,13.18,13.0,12.96,12.86,12.94,2,-0.030954901388529854
SELECTED_SUPPORT,0,SH600566,2021-12-30,2021-12-31,2022-01-04,0.42241855328547784,3.0,C27,2021-12-31 10:30:00,2021-12-31 10:35:00,28.34,5,7,0.0022028141678795965,0.008047360335840636,0.8392857142857143,56,29.53,31.1,30.99,31.14,31.17,1,0.09711182014799324
SELECTED_SUPPORT,0,SZ000681,2021-12-31,2022-01-04,2022-01-05,0.4626682986536106,5.0,R88,2022-01-04 11:00:00,2022-01-04 11:05:00,26.29,7,16,0.0031339357200046436,0.03631284916201105,1.0,3,25.5,26.72,27.09,26.42,26.9,1,0.020647160441698675
SELECTED_SUPPORT,0,SH600633,2021-12-31,2022-01-04,2022-01-05,0.031615925058548155,1.0,I64,2022-01-04 13:35:00,2022-01-04 13:40:00,9.69,27,29,0.006711409395973256,0.031269160024524956,1.0,15,9.8,9.65,9.65,9.54,9.55,2,-0.016909425466344663
SELECTED_SUPPORT,0,SZ002195,2022-01-14,2022-01-17,2022-01-18,0.0672268907563025,2.0,I65,2022-01-17 14:10:00,2022-01-17 14:15:00,2.78,35,36,0.005004170141784892,0.0495129870129869,0.9393939393939394,33,2.7,2.72,2.7,2.67,2.67,1,-0.0419671448451131
SELECTED_SUPPORT,0,SH600011,2022-01-17,2022-01-18,2022-01-19,-0.15607580824972134,1.0,D44,2022-01-18 11:10:00,2022-01-18 11:15:00,8.33,17,18,0.005428403755868505,0.02937402505912534,1.0,18,8.02,8.06,7.98,8.21,8.12,1,-0.027644745128417858
SELECTED_SUPPORT,0,SH601669,2022-01-17,2022-01-18,2022-01-19,-0.052443384982121644,1.0,E48,2022-01-18 14:55:00,2022-01-18 15:00:00,8.75,20,25,0.0035842293906809264,0.03683847048560629,0.9375,16,8.65,8.74,8.61,8.78,8.72,2,-0.005917634605769884
SELECTED_SUPPORT,0,SZ000999,2022-02-08,2022-02-09,2022-02-10,-0.040892193308550207,1.0,C27,2022-02-09 14:30:00,2022-02-09 14:35:00,39.71,15,18,0.007741337982131169,0.014171448443748957,0.8679245283018868,53,38.01,39.25,39.75,40.15,40.72,1,0.022873247298545785
SELECTED_SUPPORT,0,SZ000983,2022-02-17,2022-02-18,2022-02-21,0.014223194748358647,0.0,B06,2022-02-18 14:40:00,2022-02-18 14:45:00,10.18,23,24,0.005455962587685104,0.03815142642006264,1.0,10,10.4,10.37,10.47,10.4,10.8,1,0.0582539915664233
SELECTED_SUPPORT,0,SH600522,2022-03-15,2022-03-16,2022-03-17,0.0005783689994216523,1.0,C38,2022-03-16 13:50:00,2022-03-16 13:55:00,19.02,29,30,0.027176439979521794,0.03060411608891278,0.9722222222222222,36,19.38,19.55,19.33,19.21,19.01,1,-0.003022075665386148
SELECTED_SUPPORT,0,SH601236,2022-03-29,2022-03-30,2022-03-31,-0.009183673469387754,1.0,J67,2022-03-30 10:15:00,2022-03-30 10:20:00,10.68,1,5,0.007490648379052334,0.016371077762619368,1.0,43,10.77,10.93,10.68,10.68,10.64,1,-0.006233590413758372
SELECTED_SUPPORT,0,SH601155,2022-03-29,2022-03-30,2022-03-31,-0.07993421052631577,3.0,K70,2022-03-30 13:20:00,2022-03-30 13:25:00,30.77,16,17,0.0135930065403157,0.051724137931034475,1.0,25,29.91,31.8,32.63,31.62,32.15,2,0.042239236563391014
SELECTED_SUPPORT,0,SH600649,2022-04-01,2022-04-06,2022-04-07,0.17441860465116288,1.0,K70,2022-04-06 13:25:00,2022-04-06 13:30:00,5.56,25,26,0.00325071109305175,0.04340659340659325,0.96,25,5.34,5.23,5.27,5.36,5.29,1,-0.050937489930833135
SELECTED_SUPPORT,0,SH600657,2022-04-13,2022-04-14,2022-04-15,0.4418052256532068,10.0,K70,2022-04-14 14:50:00,2022-04-14 14:55:00,6.67,39,41,0.009326848032784052,0.039812646370023685,0.96,25,6.4,6.55,6.5,6.63,6.71,1,0.003484396761631814
SELECTED_SUPPORT,0,SH600062,2022-04-28,2022-04-29,2022-05-05,0.8541147132169575,10.0,C27,2022-04-29 10:05:00,2022-04-29 10:10:00,32.71,3,4,0.008387342737323555,0.01857783506252797,0.8518518518518519,54,31.5,31.86,31.55,31.8,32.04,1,-0.022929500215010168
SELECTED_SUPPORT,0,SZ002555,2022-04-28,2022-04-29,2022-05-05,-0.03516483516483515,1.0,I64,2022-04-29 13:40:00,2022-04-29 13:45:00,24.14,24,29,0.03037766830870292,0.055365903855218446,1.0,10,23.86,23.9,23.71,23.84,23.98,2,-0.0091090755054406
SELECTED_SUPPORT,0,SH600732,2022-04-28,2022-04-29,2022-05-05,-0.20652898067954695,1.0,C38,2022-04-29 14:45:00,2022-04-29 14:50:00,13.1,25,26,0.03543717429067761,0.04651788705531135,1.0,36,14.01,14.41,14.41,14.41,14.41,3,0.09725261088525983
