arm,delay_bars,instrument,signal_date,trade_date,exit_date,signal_ret20,signal_hit_count20,industry_code,trigger_datetime,entry_datetime,entry_price,touch_pos,break_pos,market_median_ret,peer_median_ret,peer_positive_ratio,peer_n,exit_open,exit_0935,exit_0940,exit_0945,exit_1000,rank,net_return
CONTROL_UNSUPPORTED,0,SH600256,2021-09-01,2021-09-02,2021-09-03,0.39497716894977186,3.0,B07,2021-09-02 09:55:00,2021-09-02 10:00:00,6.7,2,3,0.0,0.0023419203747074846,0.6666666666666666,3,6.87,6.91,6.82,6.87,6.8,2,0.012390468659398524
CONTROL_UNSUPPORTED,0,SH601615,2021-09-01,2021-09-02,2021-09-03,0.0043062200956938135,1.0,C34,2021-09-02 10:20:00,2021-09-02 10:25:00,23.09,7,8,0.0,0.026966241484529085,0.8,10,24.45,25.36,25.27,25.4,25.4,3,0.09729581150776001
CONTROL_UNSUPPORTED,0,SH600673,2021-09-02,2021-09-03,2021-09-06,0.45514950166112955,3.0,S91,2021-09-03 10:05:00,2021-09-03 10:10:00,9.64,2,5,0.0043516133919103694,0.022855329013508063,0.5,2,9.9,9.29,9.1,9.45,9.06,1,-0.06251332943979127
CONTROL_UNSUPPORTED,0,SH600546,2021-09-08,2021-09-09,2021-09-10,0.6949806949806951,4.0,F51,2021-09-09 13:25:00,2021-09-09 13:30:00,14.48,16,17,0.0,0.015117157974300799,0.6923076923076923,13,14.02,14.06,14.19,14.14,14.2,1,-0.0217863463981236
CONTROL_UNSUPPORTED,0,SH600150,2021-09-08,2021-09-09,2021-09-10,0.5315052508751459,3.0,C37,2021-09-09 14:25:00,2021-09-09 14:30:00,28.88,23,24,0.0,0.017274472168905985,0.8666666666666667,15,28.7,28.0,28.06,28.11,28.25,2,-0.024257546666186514
CONTROL_UNSUPPORTED,0,SH601005,2021-09-08,2021-09-09,2021-09-10,0.23505976095617553,1.0,C31,2021-09-09 14:30:00,2021-09-09 14:35:00,3.4,27,28,0.0,0.08386075949367089,1.0,19,3.32,3.27,3.27,3.26,3.28,3,-0.03770359259260636
CONTROL_UNSUPPORTED,0,SH603260,2021-09-09,2021-09-10,2021-09-13,0.8189655172413792,6.0,C26,2021-09-10 14:20:00,2021-09-10 14:25:00,232.09,33,35,-0.0006377322785119377,-0.0024999999999999467,0.4864864864864865,37,225.1,216.99,216.94,216.98,209.98,1,-0.09752445863992099
CONTROL_UNSUPPORTED,0,SH600259,2021-09-10,2021-09-13,2021-09-14,0.24647302904564294,3.0,B09,2021-09-13 10:15:00,2021-09-13 10:20:00,66.08,3,4,0.0,0.021555081836286294,0.75,12,65.13,68.74,68.4,69.67,68.62,1,0.035844625783437944
CONTROL_UNSUPPORTED,0,SH601611,2021-09-10,2021-09-13,2021-09-14,0.36363636363636354,2.0,E48,2021-09-13 11:15:00,2021-09-13 11:20:00,10.73,13,15,0.0,0.01271186440677985,0.8,15,10.75,10.46,10.38,10.12,10.2,2,-0.05176847996020939
CONTROL_UNSUPPORTED,0,SH601600,2021-09-10,2021-09-13,2021-09-14,0.4761904761904763,3.0,C32,2021-09-13 11:30:00,2021-09-13 13:05:00,10.22,3,4,0.0,0.03061177494051126,0.625,16,9.85,9.94,9.92,9.84,9.99,3,-0.02494631002101544
CONTROL_UNSUPPORTED,0,SZ000009,2021-09-13,2021-09-14,2021-09-15,-0.13522679101314117,1.0,S91,2021-09-14 13:25:00,2021-09-14 13:30:00,22.44,16,27,-0.006354708261120723,0.05459652706843732,1.0,2,22.16,22.6,22.52,23.27,22.68,1,0.008170848115284901
CONTROL_UNSUPPORTED,0,SZ000739,2021-09-14,2021-09-15,2021-09-16,0.11344537815126055,1.0,C27,2021-09-15 11:10:00,2021-09-15 11:15:00,37.9,17,18,0.0,-0.006744266348775507,0.3392857142857143,56,36.27,36.83,37.25,37.6,38.0,1,0.00013430591604413067
CONTROL_UNSUPPORTED,0,SH601615,2021-09-14,2021-09-15,2021-09-16,0.24026696329254738,3.0,C34,2021-09-15 13:50:00,2021-09-15 13:55:00,24.52,28,29,-0.002123142250530785,0.008287585319367241,0.8,10,24.19,24.5,25.18,25.06,25.17,2,0.02394513628881767
CONTROL_UNSUPPORTED,0,SH600884,2021-09-14,2021-09-15,2021-09-16,0.25823223570190623,1.0,C38,2021-09-15 14:05:00,2021-09-15 14:10:00,39.92,31,35,-0.002175095160413254,0.017730496453900457,0.5675675675675675,37,39.29,38.65,39.09,38.69,38.7,3,-0.03298241844462668
CONTROL_UNSUPPORTED,0,SH600188,2021-09-15,2021-09-16,2021-09-17,0.9914057704112953,4.0,B06,2021-09-16 10:55:00,2021-09-16 11:00:00,35.68,6,12,0.0,0.03305785123966931,0.8888888888888888,9,33.48,34.98,35.39,35.86,36.48,1,0.019867897602279694
CONTROL_UNSUPPORTED,0,SH600875,2021-09-17,2021-09-22,2021-09-23,0.021608643457383003,2.0,C34,2021-09-22 10:30:00,2021-09-22 10:35:00,18.71,8,9,-0.010403760815702712,-0.0012881622179052865,0.4,10,19.5,19.06,19.45,19.72,19.44,1,0.03642149339728151
CONTROL_UNSUPPORTED,0,SH600025,2021-09-17,2021-09-22,2021-09-23,0.33149171270718236,1.0,D44,2021-09-22 13:15:00,2021-09-22 13:20:00,7.95,12,13,-0.0049677285626588685,0.09911225901148835,1.0,18,8.08,8.1,8.05,8.23,8.3,2,0.04141757236679888
CONTROL_UNSUPPORTED,0,SH600150,2021-09-17,2021-09-22,2021-09-23,0.42131147540983616,4.0,C37,2021-09-22 13:40:00,2021-09-22 13:45:00,28.58,22,27,-0.0028573527851025737,0.022012578616352085,0.9333333333333333,15,28.38,28.34,27.67,28.02,28.71,3,0.0020396481492399587
CONTROL_UNSUPPORTED,0,SH600956,2021-09-23,2021-09-24,2021-09-27,0.3737446197991392,3.0,D45,2021-09-24 14:05:00,2021-09-24 14:10:00,21.06,29,30,-0.009880906096959352,-0.004665629860031051,0.2,5,21.0,19.89,18.8,19.11,19.07,1,-0.09675354875326314
CONTROL_UNSUPPORTED,0,SH600956,2021-09-29,2021-09-30,2021-10-08,0.2914675767918089,5.0,D45,2021-09-30 14:30:00,2021-09-30 14:35:00,20.81,33,34,0.006255067763234257,0.0039024390243902474,0.6,5,21.4,22.08,21.6,21.24,21.41,1,0.026262653403233305
CONTROL_UNSUPPORTED,0,SZ002368,2021-10-08,2021-10-11,2021-10-12,0.1450844521437853,2.0,I65,2021-10-11 13:50:00,2021-10-11 13:55:00,29.07,27,31,0.001349107041292208,0.0013422818791946067,0.5454545454545454,33,29.31,28.86,28.87,28.89,28.35,1,-0.02720356760805842
CONTROL_UNSUPPORTED,0,SH600881,2021-10-13,2021-10-14,2021-10-15,0.19303797468354422,1.0,C30,2021-10-14 14:00:00,2021-10-14 14:05:00,4.14,6,10,-0.0007230218802886657,0.0029043354101765395,0.6111111111111112,18,4.08,3.99,4.04,4.01,4.12,1,-0.007316478513994085
CONTROL_UNSUPPORTED,0,SH600435,2021-10-14,2021-10-15,2021-10-18,-0.0625,1.0,C39,2021-10-15 10:50:00,2021-10-15 10:55:00,9.9,4,11,-0.0027823620422897655,0.005339361248472119,0.6410256410256411,78,10.12,10.7,10.89,10.89,10.89,1,0.0972526108852596
CONTROL_UNSUPPORTED,0,SH600256,2021-10-15,2021-10-18,2021-10-19,-0.054166666666666696,4.0,B07,2021-10-18 13:35:00,2021-10-18 13:40:00,7.47,18,19,-0.0013608928789498598,0.018099547511312153,1.0,3,7.55,7.46,7.41,7.49,7.53,1,0.005514440789339936
CONTROL_UNSUPPORTED,0,SH600795,2021-10-19,2021-10-20,2021-10-21,-0.027972027972028024,2.0,D44,2021-10-20 10:40:00,2021-10-20 10:45:00,3.05,11,12,-0.004507888805409421,0.0346954819663714,0.9444444444444444,18,3.06,2.98,2.98,3.0,2.99,1,-0.022120623980051657
CONTROL_UNSUPPORTED,0,SH601991,2021-10-19,2021-10-20,2021-10-21,-0.04081632653061229,3.0,D44,2021-10-20 11:20:00,2021-10-20 11:25:00,3.1,6,19,-0.0018248175182482562,0.03016496345938069,0.8888888888888888,18,3.1,2.97,2.96,2.96,2.97,2,-0.0443283711644511
CONTROL_UNSUPPORTED,0,SH601225,2021-10-20,2021-10-21,2021-10-22,-0.14823965410747386,0.0,B06,2021-10-21 14:25:00,2021-10-21 14:30:00,15.17,23,24,-0.0036557661137359143,0.05846363018354861,1.0,9,14.96,14.9,14.77,14.7,14.5,1,-0.0465534333411477
CONTROL_UNSUPPORTED,0,SH601669,2021-10-22,2021-10-25,2021-10-26,-0.15628815628815618,2.0,E48,2021-10-25 10:05:00,2021-10-25 10:10:00,7.6,3,4,-0.0023072284883308702,0.0062717719913595316,0.6875,16,7.78,8.04,8.05,8.01,8.13,1,0.06706503905468475
CONTROL_UNSUPPORTED,0,SZ000009,2021-10-22,2021-10-25,2021-10-26,-0.18298850574712644,1.0,S91,2021-10-25 10:35:00,2021-10-25 10:40:00,19.55,2,5,-0.0021966277361344932,0.07905248695310818,1.0,2,20.79,21.46,21.51,21.51,21.51,2,0.09750772658181539
CONTROL_UNSUPPORTED,0,SH600027,2021-10-26,2021-10-27,2021-10-28,-0.05908096280087538,3.0,D44,2021-10-27 11:25:00,2021-10-27 11:30:00,4.72,19,20,-0.016393442622950838,0.03798978798978814,0.9444444444444444,18,4.73,4.61,4.63,4.7,4.8,1,0.01440919342242819
CONTROL_UNSUPPORTED,0,SZ002705,2021-10-27,2021-10-28,2021-10-29,0.12180532898314289,1.0,C38,2021-10-28 14:00:00,2021-10-28 14:05:00,22.69,13,14,-0.009190526687875455,-0.0009012562240567346,0.4166666666666667,36,22.1,21.94,21.93,22.03,22.28,1,-0.020522129471389428
CONTROL_UNSUPPORTED,0,SH600039,2021-10-28,2021-10-29,2021-11-01,0.3199052132701423,4.0,E48,2021-10-29 11:00:00,2021-10-29 11:05:00,12.24,14,16,0.006598680263947276,0.003948229137463843,0.625,16,11.83,12.14,12.19,12.03,11.9,1,-0.030206025732724906
CONTROL_UNSUPPORTED,0,SH600764,2021-11-01,2021-11-02,2021-11-03,0.07126865671641802,1.0,C39,2021-11-02 10:50:00,2021-11-02 10:55:00,31.58,0,1,-0.004474272930648726,0.010676844783715,0.7692307692307693,78,30.0,30.67,30.86,30.91,30.91,1,-0.023660596394053157
CONTROL_UNSUPPORTED,0,SZ000998,2021-11-08,2021-11-09,2021-11-10,-0.06739748274462043,1.0,A01,2021-11-09 13:40:00,2021-11-09 13:45:00,25.25,19,28,0.0,0.03101820633850294,1.0,3,25.7,26.08,25.98,25.95,26.05,1,0.029106409129109334
CONTROL_UNSUPPORTED,0,SZ002268,2021-11-11,2021-11-12,2021-11-15,0.49066526426505375,2.0,I65,2021-11-12 13:10:00,2021-11-12 13:15:00,62.34,21,23,-0.003684807256235878,0.011235955056179803,0.8181818181818182,33,63.11,62.0,62.55,62.52,61.62,1,-0.014018346855226516
CONTROL_UNSUPPORTED,0,SZ300474,2021-11-17,2021-11-18,2021-11-19,0.3320978502594514,1.0,C39,2021-11-18 14:25:00,2021-11-18 14:30:00,194.08,18,35,-0.006175380815150233,-0.012071348482998179,0.20512820512820512,78,193.03,198.37,195.43,195.61,194.89,1,0.0016654862822651495
CONTROL_UNSUPPORTED,0,SH601717,2021-11-19,2021-11-22,2021-11-23,0.1276978417266188,1.0,C36,2021-11-22 10:40:00,2021-11-22 10:45:00,13.78,7,9,0.0,0.014692398140257357,0.9166666666666666,24,13.77,14.2,14.23,14.03,13.81,1,-0.00032599575633740496
CONTROL_UNSUPPORTED,0,SZ000537,2021-11-19,2021-11-22,2021-11-23,0.13544152744630078,2.0,K70,2021-11-22 11:30:00,2021-11-22 13:05:00,20.93,16,20,0.0003656529953075527,-0.009001437799963596,0.10714285714285714,28,20.59,21.16,20.71,20.92,21.48,2,0.023714810485834903
CONTROL_UNSUPPORTED,0,SH600673,2021-11-19,2021-11-22,2021-11-23,0.14459161147902866,1.0,S91,2021-11-22 13:50:00,2021-11-22 13:55:00,11.4,17,29,0.00023551577955727154,0.07582695028067321,1.0,2,11.69,11.62,11.31,11.43,11.28,3,-0.012997651452493764
CONTROL_UNSUPPORTED,0,SH600516,2021-11-23,2021-11-24,2021-11-25,0.02758007117437722,0.0,C30,2021-11-24 14:25:00,2021-11-24 14:30:00,12.71,38,39,0.0,-0.0010852846943868455,0.3888888888888889,18,12.53,12.7,12.79,12.6,12.65,1,-0.007206528309953719
CONTROL_UNSUPPORTED,0,SH603659,2021-11-25,2021-11-26,2021-11-29,-0.09678998911860726,1.0,C38,2021-11-26 14:15:00,2021-11-26 14:20:00,182.6,4,24,-0.0068728522336769515,0.00611942321150738,0.5555555555555556,36,178.85,184.7,192.87,196.55,199.0,1,0.08709185286352028
CONTROL_UNSUPPORTED,0,SZ000887,2021-11-26,2021-11-29,2021-11-30,0.21989528795811508,1.0,C29,2021-11-29 10:40:00,2021-11-29 10:45:00,23.07,11,12,-0.0078057818159754655,0.02228915662650577,0.7142857142857143,7,24.05,24.47,24.28,24.5,24.08,1,0.041172828550146034
CONTROL_UNSUPPORTED,0,SH601778,2021-11-29,2021-11-30,2021-12-01,-0.090032154340836,1.0,D44,2021-11-30 11:10:00,2021-11-30 11:15:00,9.33,3,18,0.00328493032433097,0.002004008016031955,0.6470588235294118,17,9.6,9.99,9.85,9.82,9.7,1,0.03706034547276804
CONTROL_UNSUPPORTED,0,SZ000537,2021-12-07,2021-12-08,2021-12-09,0.3779527559055118,3.0,K70,2021-12-08 11:30:00,2021-12-08 13:05:00,23.1,2,3,0.0043591979075849885,-0.0034169315907217612,0.32142857142857145,28,23.14,23.0,23.23,23.29,23.25,1,0.003979661671872803
CONTROL_UNSUPPORTED,0,SZ002191,2021-12-13,2021-12-14,2021-12-15,0.0,1.0,C23,2021-12-14 13:10:00,2021-12-14 13:15:00,15.47,8,21,-0.005102040816326481,0.09943181818181812,1.0,1,15.8,15.72,16.05,15.79,15.44,1,-0.004432020211058929
CONTROL_UNSUPPORTED,0,SH600011,2021-12-14,2021-12-15,2021-12-16,0.5051903114186849,4.0,D44,2021-12-15 13:40:00,2021-12-15 13:45:00,9.57,23,24,0.0,0.03173327449991592,0.9444444444444444,18,9.2,9.26,9.19,9.14,9.21,1,-0.040021226726204784
CONTROL_UNSUPPORTED,0,SZ000400,2021-12-14,2021-12-15,2021-12-16,0.5082559339525285,3.0,C38,2021-12-15 14:20:00,2021-12-15 14:25:00,32.1,19,36,-0.0007135874877809978,0.0,0.4722222222222222,36,31.88,31.12,30.91,31.48,30.79,2,-0.04320566725694863
CONTROL_UNSUPPORTED,0,SH603888,2021-12-16,2021-12-17,2021-12-20,0.20146904512067154,2.0,I64,2021-12-17 10:25:00,2021-12-17 10:30:00,25.18,8,9,-0.004033036848792915,0.0,0.4666666666666667,15,23.4,24.73,24.15,24.47,24.24,1,-0.03973560228685491
CONTROL_UNSUPPORTED,0,SH600839,2021-12-17,2021-12-20,2021-12-21,0.07070707070707072,1.0,C39,2021-12-20 09:55:00,2021-12-20 10:00:00,3.5,1,2,-0.0018416206261510082,-0.0018636313008109084,0.3717948717948718,78,3.58,3.48,3.43,3.49,3.5,1,-0.0024976264679457127
CONTROL_UNSUPPORTED,0,SH600566,2021-12-17,2021-12-20,2021-12-21,0.1878035617916891,1.0,C27,2021-12-20 10:00:00,2021-12-20 10:05:00,24.2,2,3,-0.004026845637583931,0.007833538535368834,0.7857142857142857,56,23.56,23.85,23.71,23.72,23.12,2,-0.047014261319789474
CONTROL_UNSUPPORTED,0,SH600011,2021-12-22,2021-12-23,2021-12-24,0.5176470588235293,5.0,D44,2021-12-23 13:30:00,2021-12-23 13:35:00,9.93,26,27,-0.0034295515804949606,0.0464957524271844,1.0,18,9.93,10.31,10.17,10.25,10.14,1,0.01859758989073823
CONTROL_UNSUPPORTED,0,SH600566,2021-12-23,2021-12-24,2021-12-27,0.3421194190424959,2.0,C27,2021-12-24 13:25:00,2021-12-24 13:30:00,27.44,24,26,-0.005744376615519853,0.013713477245527406,0.8392857142857143,56,27.33,28.09,27.4,27.79,26.75,1,-0.0275805943155083
CONTROL_UNSUPPORTED,0,SZ000629,2021-12-31,2022-01-04,2022-01-05,0.03457446808510656,1.0,C32,2022-01-04 10:50:00,2022-01-04 10:55:00,4.26,13,14,0.0016694490818029983,-0.01074306177260509,0.17647058823529413,17,4.3,4.34,4.39,4.33,4.3,1,0.006868593001839063
CONTROL_UNSUPPORTED,0,SH600718,2022-01-13,2022-01-14,2022-01-17,0.1382893685051958,1.0,I65,2022-01-14 11:10:00,2022-01-14 11:15:00,15.65,13,17,-0.007038320190470904,0.0,0.48484848484848486,33,16.05,15.57,15.95,15.95,15.97,1,0.017898588198524523
CONTROL_UNSUPPORTED,0,SH603077,2022-01-13,2022-01-14,2022-01-17,-0.0055248618784530246,1.0,C26,2022-01-14 13:20:00,2022-01-14 13:25:00,3.94,5,8,-0.006929990362404492,-0.00535695889564225,0.32432432432432434,37,3.99,3.93,3.88,3.83,3.81,2,-0.035410141330678324
CONTROL_UNSUPPORTED,0,SZ002317,2022-01-13,2022-01-14,2022-01-17,0.24503968253968256,3.0,C27,2022-01-14 13:50:00,2022-01-14 13:55:00,13.81,9,22,-0.008972779750259618,0.011043851731972198,0.7321428571428571,56,14.05,13.7,14.08,13.59,14.07,3,0.016282287878059742
CONTROL_UNSUPPORTED,0,SZ002317,2022-01-14,2022-01-17,2022-01-18,0.37209302325581395,4.0,C27,2022-01-17 11:00:00,2022-01-17 11:05:00,14.91,9,14,0.002574002574002643,0.0,0.4642857142857143,56,15.11,15.12,14.67,14.92,14.97,1,0.0015164675905334768
CONTROL_UNSUPPORTED,0,SZ002191,2022-01-14,2022-01-17,2022-01-18,0.11776718856364887,2.0,C23,2022-01-17 11:15:00,2022-01-17 11:20:00,18.06,16,18,0.0049261083743843415,0.09987819732034087,1.0,1,18.3,18.18,18.25,18.25,18.83,2,0.04003154449659907
CONTROL_UNSUPPORTED,0,SZ002603,2022-01-14,2022-01-17,2022-01-18,0.5307599517490953,4.0,C27,2022-01-17 13:50:00,2022-01-17 13:55:00,27.91,11,12,0.004379562043795637,0.0007585400653223884,0.5357142857142857,56,26.39,26.23,26.25,27.09,26.64,3,-0.04788737976016022
CONTROL_UNSUPPORTED,0,SZ000656,2022-02-10,2022-02-11,2022-02-14,-0.03749999999999998,1.0,K70,2022-02-11 10:25:00,2022-02-11 10:30:00,5.07,6,8,-0.0074624372181747445,0.003831417624520883,0.64,25,4.99,4.95,4.88,4.83,4.79,1,-0.057586514947033596
CONTROL_UNSUPPORTED,0,SH600522,2022-02-14,2022-02-15,2022-02-16,0.06001348617666902,1.0,C38,2022-02-15 13:05:00,2022-02-15 13:10:00,17.29,21,22,0.0,0.01678600429326027,0.78125,32,17.4,17.43,17.4,17.28,17.28,1,-0.0030745509176460795
CONTROL_UNSUPPORTED,0,SZ002155,2022-02-23,2022-02-24,2022-02-25,0.14547206165703264,2.0,B09,2022-02-24 13:40:00,2022-02-24 13:45:00,13.07,24,26,-0.021052631578947434,0.012486387486387529,0.5833333333333334,12,12.26,12.42,12.49,12.57,12.65,1,-0.03455202561740722
CONTROL_UNSUPPORTED,0,SH601168,2022-02-25,2022-02-28,2022-03-01,0.06805157593123212,1.0,B09,2022-02-28 14:55:00,2022-02-28 15:00:00,16.39,34,35,0.0,0.010475784663922627,0.9166666666666666,12,17.13,17.39,17.22,17.36,17.34,1,0.05531977773311891
CONTROL_UNSUPPORTED,0,SH600521,2022-03-11,2022-03-14,2022-03-15,0.29125711329539583,2.0,C27,2022-03-14 11:00:00,2022-03-14 11:05:00,27.45,4,5,-0.010015446958754615,0.003674337652291637,0.6,55,25.88,26.14,26.2,25.71,25.4,1,-0.07699233924538507
CONTROL_UNSUPPORTED,0,SH600657,2022-03-24,2022-03-25,2022-03-28,0.4222222222222223,5.0,K70,2022-03-25 14:35:00,2022-03-25 14:40:00,6.34,0,1,-0.0074906367041198685,0.0072289156626503814,0.68,25,6.08,6.69,6.69,6.69,6.69,1,0.0525695392633192
CONTROL_UNSUPPORTED,0,SH600056,2022-03-28,2022-03-29,2022-03-30,2.0199818346957312,13.0,F51,2022-03-29 13:20:00,2022-03-29 13:25:00,36.58,6,8,-0.005293985763129894,0.001691474966170503,0.5384615384615384,13,35.98,36.23,36.97,38.3,39.14,1,0.06731117824069477
CONTROL_UNSUPPORTED,0,SZ002424,2022-03-29,2022-03-30,2022-03-31,0.4140625,3.0,C27,2022-03-30 10:10:00,2022-03-30 10:15:00,9.96,0,1,0.006764376444793996,-0.0064118243963134924,0.25925925925925924,54,10.0,10.5,10.48,10.84,10.96,1,0.0976532142481239
CONTROL_UNSUPPORTED,0,SZ002424,2022-03-30,2022-03-31,2022-04-01,0.5252679938744258,4.0,C27,2022-03-31 13:45:00,2022-03-31 13:50:00,10.96,3,28,-0.0047716428084526585,0.0012805784288038025,0.5185185185185185,54,9.46,9.5,9.0,9.18,9.01,1,-0.17997295752519993
CONTROL_UNSUPPORTED,0,SZ002603,2022-04-06,2022-04-07,2022-04-08,0.2944029850746268,4.0,C27,2022-04-07 14:55:00,2022-04-07 15:00:00,38.16,38,43,-0.02036487059821812,-0.025256793830788937,0.14814814814814814,54,38.22,38.0,37.6,37.81,36.3,1,-0.051118025177841475
CONTROL_UNSUPPORTED,0,SH601665,2022-04-07,2022-04-08,2022-04-11,0.17432950191570895,3.0,J66,2022-04-08 14:55:00,2022-04-08 15:00:00,6.73,27,42,-0.00058785914633247,0.006183576726049411,0.8611111111111112,36,6.27,6.07,6.07,6.07,6.07,1,-0.10032103902829581
CONTROL_UNSUPPORTED,0,SH600062,2022-04-11,2022-04-12,2022-04-13,0.34916666666666685,5.0,C27,2022-04-12 13:50:00,2022-04-12 13:55:00,17.81,3,31,0.012733614951356942,0.009354579385149053,0.7222222222222222,54,17.36,16.66,17.07,17.13,16.8,1,-0.05906570043017889
CONTROL_UNSUPPORTED,0,SH601898,2022-04-12,2022-04-13,2022-04-14,0.1785234899328858,1.0,B06,2022-04-13 11:30:00,2022-04-13 13:05:00,9.65,18,20,-0.010443872140584731,0.027930035650623797,1.0,10,9.65,9.8,9.88,9.84,9.93,1,0.026445447582725157
CONTROL_UNSUPPORTED,0,SH600062,2022-04-15,2022-04-18,2022-04-19,0.7781541066892463,8.0,C27,2022-04-18 10:15:00,2022-04-18 10:20:00,23.09,0,1,-0.0092592592592593,-0.013529139182817784,0.2222222222222222,54,22.87,22.56,23.51,24.3,24.9,1,0.0756955002576074
CONTROL_UNSUPPORTED,0,SH601990,2022-04-20,2022-04-21,2022-04-22,0.046539379474940246,1.0,J67,2022-04-21 13:20:00,2022-04-21 13:25:00,9.65,25,26,-0.008565321268482862,0.01248453839186281,0.9523809523809523,42,9.07,9.29,9.27,9.32,9.16,1,-0.05314800605662007
CONTROL_UNSUPPORTED,0,SH600026,2022-04-21,2022-04-22,2022-04-25,0.407871198568873,2.0,G55,2022-04-22 10:50:00,2022-04-22 10:55:00,8.66,9,10,-0.00915336600896488,0.014150943396226356,0.9090909090909091,11,8.0,7.88,7.67,7.65,7.6,1,-0.12459375994877442
CONTROL_UNSUPPORTED,0,SH600062,2022-04-26,2022-04-27,2022-04-28,0.6364846870838881,9.0,C27,2022-04-27 14:30:00,2022-04-27 14:35:00,27.04,33,37,0.02552715624448021,0.021295712484237117,0.8148148148148148,54,29.72,29.3,29.14,29.68,28.96,1,0.06833094443373855
CONTROL_UNSUPPORTED,0,SH603882,2022-04-27,2022-04-28,2022-04-29,0.06858188987466529,1.0,Q84,2022-04-28 10:15:00,2022-04-28 10:20:00,83.46,4,5,-0.006176937398895022,-0.012552301255230214,0.4,5,83.65,82.28,83.04,83.14,81.0,1,-0.03189920613352015
CONTROL_UNSUPPORTED,0,SZ000402,2022-04-27,2022-04-28,2022-04-29,-0.07394957983193284,2.0,K70,2022-04-28 11:30:00,2022-04-28 13:05:00,6.06,13,19,-0.007964204573255917,0.014457831325301207,0.64,25,6.1,6.29,6.23,6.22,6.17,2,0.0156088522595339
CONTROL_UNSUPPORTED,0,SH600392,2022-04-28,2022-04-29,2022-05-05,-0.11000621504039776,1.0,C32,2022-04-29 13:55:00,2022-04-29 14:00:00,15.74,31,32,0.03454545454545466,0.02865803052510385,1.0,16,15.52,16.0,15.8,16.08,16.43,1,0.041230241240892695
CONTROL_UNSUPPORTED,0,SH600649,2022-04-29,2022-05-05,2022-05-06,-0.0936819172113289,2.0,K70,2022-05-05 13:10:00,2022-05-05 13:15:00,4.58,6,7,0.008571428571428452,-0.01393188854489158,0.28,25,4.48,4.42,4.47,4.47,4.52,1,-0.015565343151771827
CONTROL_UNSUPPORTED,0,SH600657,2022-05-10,2022-05-11,2022-05-12,-0.03750000000000009,7.0,K70,2022-05-11 13:05:00,2022-05-11 13:10:00,7.62,17,19,0.020264116575591906,0.005714285714285783,0.8,25,7.34,7.04,7.17,7.23,7.0,1,-0.08365923691281096
CONTROL_UNSUPPORTED,0,SH600325,2022-05-12,2022-05-13,2022-05-16,-0.0711513583441139,1.0,K70,2022-05-13 11:15:00,2022-05-13 11:20:00,7.9,17,18,0.0,0.0146520146520146,0.92,25,8.0,8.07,8.08,8.13,8.19,1,0.03411954926930694
CONTROL_UNSUPPORTED,0,SZ002183,2022-05-20,2022-05-23,2022-05-24,0.5106382978723405,5.0,L72,2022-05-23 10:00:00,2022-05-23 10:05:00,9.35,3,4,0.0,0.002795582517542472,0.5,8,9.19,8.43,8.46,8.44,8.43,1,-0.10064759263366663
CONTROL_UNSUPPORTED,0,SH601799,2022-05-23,2022-05-24,2022-05-25,0.12174199934015184,2.0,C36,2022-05-24 11:05:00,2022-05-24 11:10:00,149.59,0,15,-0.013712047012732653,0.004285242555235436,0.5909090909090909,22,145.0,145.98,142.25,143.0,144.64,1,-0.03550542611353491
CONTROL_UNSUPPORTED,0,SH600639,2022-05-27,2022-05-30,2022-05-31,0.106317411402157,1.0,K70,2022-05-30 10:35:00,2022-05-30 10:40:00,15.79,9,10,0.0013586956521740579,-0.002762430939226568,0.36,25,15.1,15.06,14.99,14.86,14.72,1,-0.07009278414237863
CONTROL_UNSUPPORTED,0,SH600733,2022-06-01,2022-06-02,2022-06-06,0.21608832807570977,1.0,C36,2022-06-02 11:20:00,2022-06-02 11:25:00,8.46,9,10,-0.001908396946564861,0.025208760722829515,0.9545454545454546,22,8.82,8.57,8.62,8.73,8.47,1,-0.0013185456481678015
CONTROL_UNSUPPORTED,0,SH601975,2022-06-06,2022-06-07,2022-06-08,0.6376146788990824,6.0,G55,2022-06-07 10:40:00,2022-06-07 10:45:00,3.92,11,12,-0.0023720772619451047,0.02539682539682553,1.0,11,3.9,3.92,3.99,3.97,3.92,1,-0.0024976264679458238
CONTROL_UNSUPPORTED,0,SH601788,2022-06-08,2022-06-09,2022-06-10,0.15097690941385444,1.0,J67,2022-06-09 13:55:00,2022-06-09 14:00:00,14.26,0,33,-0.017510648367250248,-0.00428400678123203,0.21428571428571427,42,14.5,14.56,14.61,15.02,14.48,1,0.012891610711370571
CONTROL_UNSUPPORTED,0,SH600418,2022-06-14,2022-06-15,2022-06-16,0.5542590431738623,3.0,C36,2022-06-15 13:30:00,2022-06-15 13:35:00,14.65,10,17,0.017094017094017033,0.010076206635257212,0.8181818181818182,22,13.73,13.8,13.89,13.84,13.75,1,-0.06377763576343021
CONTROL_UNSUPPORTED,0,SH603218,2022-06-16,2022-06-17,2022-06-20,0.23646112600536195,2.0,C34,2022-06-17 10:20:00,2022-06-17 10:25:00,25.37,7,8,-0.0025706940874036244,0.021937842778793515,0.8888888888888888,9,27.01,27.88,27.87,27.69,27.18,1,0.06866828981479056
