SH600223	2014-01-02	2014-06-30
SH600233	2017-07-03	2026-09-03
SH600236	2014-01-02	2014-06-30
SH600236	2016-01-04	2017-01-02
SH600236	2022-02-07	2023-04-02
SH600239	2014-01-02	2015-06-30
SH600240	2014-01-02	2019-06-30
SH600251	2014-01-02	2018-01-01
SH600252	2014-01-02	2017-07-02
SH600256	2014-01-02	2019-06-30
SH600256	2020-01-02	2023-04-02
SH600256	2026-07-01	2026-09-03
SH600258	2018-07-02	2026-01-04
SH600259	2014-01-02	2024-01-01
SH600260	2014-01-02	2021-10-07
SH600261	2014-01-02	2016-01-03
SH600266	2014-01-02	2015-06-30
SH600266	2016-07-01	2022-06-30
SH600267	2014-01-02	2020-01-01
SH600268	2014-01-02	2015-01-04
SH600269	2014-01-02	2014-06-30
SH600270	2014-01-02	2019-01-31
SH600271	2014-01-02	2026-01-04
SH600273	2020-01-02	2021-08-01
SH600276	2014-01-02	2026-09-03
SH600277	2014-01-02	2016-01-03
SH600277	2016-07-01	2021-08-01
SH600280	2014-01-02	2020-01-01
SH600282	2016-01-04	2026-09-03
SH600284	2014-01-02	2018-07-01
SH600289	2014-01-02	2018-07-01
SH600291	2017-01-03	2021-08-01
SH600292	2014-01-02	2019-01-01
SH600292	2026-07-01	2026-09-03
SH600295	2025-01-02	2026-09-03
SH600297	2017-01-03	2021-08-01
SH600297	2021-10-08	2024-01-01
SH600298	2014-01-02	2021-01-03
SH600298	2022-02-07	2026-09-03
SH600299	2019-07-01	2026-09-03
SH600300	2014-01-02	2019-01-01
SH600307	2017-01-03	2023-07-02
SH600308	2014-01-02	2014-06-30
SH600309	2014-01-02	2026-09-03
SH600311	2014-01-02	2015-01-04
SH600312	2014-01-02	2022-02-06
SH600312	2025-01-02	2026-09-03
SH600315	2014-01-02	2016-06-30
SH600315	2017-01-03	2025-01-01
SH600316	2014-01-02	2026-09-03
SH600317	2015-01-05	2017-01-02
SH600317	2018-01-02	2019-01-01
SH600317	2019-07-01	2020-06-30
SH600320	2014-01-02	2017-01-02
SH600322	2014-01-02	2015-01-04
SH600325	2014-01-02	2026-01-04
SH600329	2014-01-02	2026-09-03
SH600332	2014-01-02	2026-09-03
SH600333	2014-01-02	2015-06-30
SH600335	2014-01-02	2021-01-03
SH600337	2014-01-02	2016-06-30
SH600338	2017-01-03	2021-08-01
SH600339	2018-07-02	2026-09-03
SH600340	2014-01-02	2022-02-06
SH600346	2018-01-02	2026-09-03
SH600348	2014-01-02	2026-09-03
SH600350	2016-01-04	2016-06-30
SH600350	2018-07-02	2025-06-30
SH600350	2026-07-01	2026-09-03
SH600351	2014-01-02	2017-07-02
SH600352	2014-01-02	2026-09-03
SH600361	2024-07-01	2026-01-04
SH600362	2014-01-02	2026-09-03
SH600363	2025-07-01	2026-09-03
SH600366	2014-01-02	2019-06-30
SH600369	2014-01-02	2026-09-03
SH600372	2014-01-02	2026-09-03
SH600373	2014-01-02	2014-06-30
SH600373	2015-01-05	2026-01-04
SH600376	2014-01-02	2023-07-02
SH600377	2021-08-02	2026-09-03
SH600378	2023-04-03	2026-09-03
SH600380	2014-01-02	2026-09-03
SH600383	2014-01-02	2024-01-01
SH600387	2014-01-02	2016-01-03
SH600388	2014-01-02	2014-06-30
SH600388	2016-01-04	2022-02-06
SH600389	2014-07-01	2016-01-03
SH600390	2018-01-02	2026-09-03
SH600392	2014-01-02	2026-09-03
SH600393	2018-01-02	2020-01-01
SH600395	2014-01-02	2019-01-01
SH600397	2014-01-02	2017-07-02
SH600398	2014-07-01	2017-01-02
SH600398	2018-07-02	2026-09-03
SH600399	2022-02-07	2025-01-01
SH600401	2014-01-02	2015-06-30
SH600403	2014-01-02	2015-01-04
SH600403	2015-07-01	2016-01-03
SH600406	2014-01-02	2026-09-03
SH600408	2014-01-02	2014-06-30
SH600409	2014-01-02	2024-01-01
SH600410	2014-01-02	2022-02-06
SH600415	2014-01-02	2026-09-03
SH600416	2014-01-02	2020-01-01
SH600416	2023-07-03	2025-06-30
SH600418	2014-01-02	2025-06-30
SH600422	2014-01-02	2019-01-01
SH600425	2014-01-02	2017-07-02
SH600426	2014-01-02	2026-09-03
